word,IPA
සහස්සවත්ථුප්පකරණයේ,s ʌ h ʌ s s ʌ ʋ ʌ t̪ t̪ʰ u p p ʌ k ʌ r ʌ ɳ ʌ j eː
සහස්සවර්ගය,s ʌ h ʌ s s ʌ ʋ ʌ r ɡ ʌ j ə
සහස්සව්පි,s ʌ h ʌ s s ʌ ʋ p i
සහස්සි,s ʌ h ʌ s s i
සහස්සී,s ʌ h ʌ s s iː
සහහත,s ʌ h ʌ h ʌ t̪ ə
සහහාගිත්වය,s ʌ h ʌ h aː ɡ i t̪ ʋ ʌ j ə
සහහාවය,s ʌ h ʌ h aː ʋ ʌ j ə
සහළඟුරෙන්,s ʌ h ʌ ɭ ʌ ŋɡ u r e n̪
සහළා,s ʌ h ʌ ɭ
සහළාන,s ʌ h ʌ ɭ aː n̪ ə
සහා,s ʌ h
සහාකාර,s ʌ h aː k aː r ə
සහාගතවුද,s ʌ h aː ɡ ʌ t̪ ʌ ʋ u d̪ ə
සහාගි,s ʌ h aː ɡ i
සහාගිත්වය,s ʌ h aː ɡ i t̪ ʋ ʌ j ə
සහාගිවන,s ʌ h aː ɡ i ʋ ʌ n̪ ə
සහාචාරයන්ට,s ʌ h aː ʧ aː r ʌ j ʌ n̪ ʈ ə
සහාදරියද,s ʌ h aː d̪ ʌ r i j ʌ d̪ ə
සහානාධාර,s ʌ h aː n̪ aː d̪ʱ aː r ə
සහානුජස්තා,s ʌ h aː n̪ u ʤ ʌ s t̪
සහානුභුතිය,s ʌ h aː n̪ u bʱ u t̪ i j ə
සහානුභුතීන්ට,s ʌ h aː n̪ u bʱ u t̪ iː n̪ ʈ ə
සහානුභූතිය,s ʌ h aː n̪ u bʱ uː t̪ i j ə
සහානුභූතියෙන්,s ʌ h aː n̪ u bʱ uː t̪ i j e n̪
සහාබ්,s ʌ h aː b
සහාබ්ගේ,s ʌ h aː b ɡ eː
සහාබ්ට,s ʌ h aː b ʈ ə
සහාභගිවී,s ʌ h aː bʱ ʌ ɡ i ʋ iː
සහාභාගි,s ʌ h aː bʱ aː ɡ i
සහාභාගිත්වයක්,s ʌ h aː bʱ aː ɡ i t̪ ʋ ʌ j ʌ k
සහායකගේ,s ʌ h aː j ʌ k ʌ ɡ eː
සහායකට,s ʌ h aː j ʌ k ʌ ʈ ə
සහායකත්වයක්,s ʌ h aː j ʌ k ʌ t̪ ʋ ʌ j ʌ k
සහායකයකයන්,s ʌ h aː j ʌ k ʌ j ʌ k ʌ j ʌ n̪
සහායකයකු,s ʌ h aː j ʌ k ʌ j ʌ k u
සහායකයකුගේ,s ʌ h aː j ʌ k ʌ j ʌ k u ɡ eː
සහායකයකුව,s ʌ h aː j ʌ k ʌ j ʌ k u ʋ ə
සහායකයනට,s ʌ h aː j ʌ k ʌ j ʌ n̪ ʌ ʈ ə
සහායකයන්,s ʌ h aː j ʌ k ʌ j ʌ n̪
සහායකයන්ගෙන්,s ʌ h aː j ʌ k ʌ j ʌ n̪ ɡ e n̪
සහායකයන්ගේ,s ʌ h aː j ʌ k ʌ j ʌ n̪ ɡ eː
සහායකයන්ට,s ʌ h aː j ʌ k ʌ j ʌ n̪ ʈ ə
සහායකයන්ටත්,s ʌ h aː j ʌ k ʌ j ʌ n̪ ʈ ʌ t̪
සහායකයාගෙන්,s ʌ h aː j ʌ k ʌ j aː ɡ e n̪
සහායකයාගේ,s ʌ h aː j ʌ k ʌ j aː ɡ eː
සහායකයාට,s ʌ h aː j ʌ k ʌ j aː ʈ ə
සහායකයාණන්,s ʌ h aː j ʌ k ʌ j aː ɳ ʌ n̪
සහායකයින්,s ʌ h aː j ʌ k ʌ j i n̪
සහායකයෙකි,s ʌ h aː j ʌ k ʌ j e k i
සහායකයෙකිත,s ʌ h aː j ʌ k ʌ j e k i t̪ ə
සහායකයෙකු,s ʌ h aː j ʌ k ʌ j e k u
සහායකයෙකුගේය,s ʌ h aː j ʌ k ʌ j e k u ɡ eː j ə
සහායකයෙකුට,s ʌ h aː j ʌ k ʌ j e k u ʈ ə
සහායකයෙක්,s ʌ h aː j ʌ k ʌ j e k
සහායකයො,s ʌ h aː j ʌ k ʌ j o
සහායකයෝ,s ʌ h aː j ʌ k ʌ j oː
සහායකවරයාගේ,s ʌ h aː j ʌ k ʌ ʋ ʌ r ʌ j aː ɡ eː
සහායකවරයෙකුගේ,s ʌ h aː j ʌ k ʌ ʋ ʌ r ʌ j e k u ɡ eː
සහායකවරුන්,s ʌ h aː j ʌ k ʌ ʋ ʌ r u n̪
සහායකි,s ʌ h aː j ʌ k i
සහායකු,s ʌ h aː j ʌ k u
සහායක්,s ʌ h aː j ʌ k
සහායක්ම,s ʌ h aː j ʌ k m ə
සහායක්ලැබේ,s ʌ h aː j ʌ k l æ b eː
සහායට,s ʌ h aː j ʌ ʈ ə
සහායත්,s ʌ h aː j ʌ t̪
සහායද,s ʌ h aː j ʌ d̪ ə
සහායදිය,s ʌ h aː j ʌ d̪ i j ə
සහායදීම,s ʌ h aː j ʌ d̪ iː m ə
සහායදීමට,s ʌ h aː j ʌ d̪ iː m ʌ ʈ ə
සහායදුන්,s ʌ h aː j ʌ d̪ u n̪
සහායභූතා,s ʌ h aː j ʌ bʱ uː t̪
සහායය,s ʌ h aː j ʌ j ə
සහායයක්,s ʌ h aː j ʌ j ʌ k
සහායයට,s ʌ h aː j ʌ j ʌ ʈ ə
සහායයත්,s ʌ h aː j ʌ j ʌ t̪
සහායයන්,s ʌ h aː j ʌ j ʌ n̪
සහායයෙන්,s ʌ h aː j ʌ j e n̪
සහායව,s ʌ h aː j ʌ ʋ ə
සහායවන,s ʌ h aː j ʌ ʋ ʌ n̪ ə
සහායවන්නන්,s ʌ h aː j ʌ ʋ ʌ n̪ n̪ ʌ n̪
සහායවීම,s ʌ h aː j ʌ ʋ iː m ə
සහායවීමට,s ʌ h aː j ʌ ʋ iː m ʌ ʈ ə
සහායවීමේ,s ʌ h aː j ʌ ʋ iː m eː
සහායවූ,s ʌ h aː j ʌ ʋ uː
සහායශීලී,s ʌ h aː j ʌ ʃ iː l iː
සහායික,s ʌ h aː j i k ə
සහායිකා,s ʌ h aː j i k
සහායිකාව,s ʌ h aː j i k aː ʋ ə
සහායිකාවක,s ʌ h aː j i k aː ʋ ʌ k ə
සහායිකාවක්,s ʌ h aː j i k aː ʋ ʌ k
සහායිකාවන්,s ʌ h aː j i k aː ʋ ʌ n̪
සහායිකාවිය,s ʌ h aː j i k aː ʋ i j ə
සහායෙනි,s ʌ h aː j e n̪ i
සහායෙන්,s ʌ h aː j e n̪
සහායෙහි,s ʌ h aː j e h i
සහායො,s ʌ h aː j o
සහායෝපකාරයෙන්,s ʌ h aː j oː p ʌ k aː r ʌ j e n̪
සහාරයෂ්ටිස්තන,s ʌ h aː r ʌ j ʌ ʂ ʈ i s t̪ ʌ n̪ ə
සහාර්,s ʌ h aː r
සහාලෙවිස්ට,s ʌ h aː l e ʋ i s ʈ ə
සහාවාස,s ʌ h aː ʋ a s ə
සහාසකයින්,s ʌ h aː s ʌ k ʌ j i n̪
සහාසයාතත්‍රතයාසහාස,s ʌ h aː s ʌ j aː t̪ ʌ t̪ ‍ r ʌ t̪ ʌ j aː s ʌ h aː s ə
සහාසික,s ʌ h aː s i k ə
සහාසිකයකුගේ,s ʌ h aː s i k ʌ j ʌ k u ɡ eː
සහාසිකයන්,s ʌ h aː s i k ʌ j ʌ n̪
සහාසිකයින්,s ʌ h aː s i k ʌ j i n̪
සහාසිකයෙක්,s ʌ h aː s i k ʌ j e k
සහාසිකයො,s ʌ h aː s i k ʌ j o
සහාසිකයෝ,s ʌ h aː s i k ʌ j oː
සහා්දරිය,s ʌ h aː d̪ ʌ r i j ə
සහැල්ලු,s ʌ h æ l l u
සහි,s ʌ h i
සහිකයන්,s ʌ h i k ʌ j ʌ n̪
සහිකයින්,s ʌ h i k ʌ j i n̪
සහිකයින්ට,s ʌ h i k ʌ j i n̪ ʈ ə
සහිකලය,s ʌ h i k ʌ l ʌ j ə
සහිත,s ʌ h i t̪ ə
සහිතකම්,s ʌ h i t̪ ʌ k ʌ m
සහිතච්ව්ඒ,s ʌ h i t̪ ʌ ʧ ʋ eː
සහිතද,s ʌ h i t̪ ʌ d̪ ə
සහිතන,s ʌ h i t̪ ʌ n̪ ə
සහිතපාද,s ʌ h i t̪ ʌ p aː d̪ ə
සහිතඵලය,s ʌ h i t̪ ʌ pʰ ʌ l ʌ j ə
සහිතමුදුනෙන්,s ʌ h i t̪ ʌ m u d̪ u n̪ e n̪
සහිතය,s ʌ h i t̪ ʌ j ə
සහිතයකු,s ʌ h i t̪ ʌ j ʌ k u
සහිතයට,s ʌ h i t̪ ʌ j ʌ ʈ ə
සහිතයන්,s ʌ h i t̪ ʌ j ʌ n̪
සහිතයයි,s ʌ h i t̪ ʌ j ʌ j i
සහිතයයිද,s ʌ h i t̪ ʌ j ʌ j i d̪ ə
සහිතයෆ,s ʌ h i t̪ ʌ j ʌ f ə
සහිතයහත,s ʌ h i t̪ ʌ j ʌ h ʌ t̪ ə
සහිතයා,s ʌ h i t̪ ʌ j
සහිතයාට,s ʌ h i t̪ ʌ j aː ʈ ə
සහිතයාටද,s ʌ h i t̪ ʌ j aː ʈ ʌ d̪ ə
සහිතයැයි,s ʌ h i t̪ ʌ j æ j i
සහිතයි,s ʌ h i t̪ ʌ j i
සහිතයෙකැයි,s ʌ h i t̪ ʌ j e k æ j i
සහිතයෝ,s ʌ h i t̪ ʌ j oː
සහිතයෝය,s ʌ h i t̪ ʌ j oː j ə
සහිතව,s ʌ h i t̪ ʌ ʋ ə
සහිතවත්,s ʌ h i t̪ ʌ ʋ ʌ t̪
සහිතවද,s ʌ h i t̪ ʌ ʋ ʌ d̪ ə
සහිතවන,s ʌ h i t̪ ʌ ʋ ʌ n̪ ə
සහිතවන්නේත්,s ʌ h i t̪ ʌ ʋ ʌ n̪ n̪ eː t̪
සහිතවම,s ʌ h i t̪ ʌ ʋ ʌ m ə
සහිතවය,s ʌ h i t̪ ʌ ʋ ʌ j ə
සහිතවයි,s ʌ h i t̪ ʌ ʋ ʌ j i
සහිතවැ,s ʌ h i t̪ ʌ ʋ æ
සහිතවිය,s ʌ h i t̪ ʌ ʋ i j ə
සහිතවීම,s ʌ h i t̪ ʌ ʋ iː m ə
සහිතවු,s ʌ h i t̪ ʌ ʋ u
සහිතවුයේ,s ʌ h i t̪ ʌ ʋ u j eː
සහිතවූ,s ʌ h i t̪ ʌ ʋ uː
සහිතවූත්,s ʌ h i t̪ ʌ ʋ uː t̪
සහිතවූද,s ʌ h i t̪ ʌ ʋ uː d̪ ə
සහිතවූම,s ʌ h i t̪ ʌ ʋ uː m ə
සහිතවූයේ,s ʌ h i t̪ ʌ ʋ uː j eː
සහිතවූයේම,s ʌ h i t̪ ʌ ʋ uː j eː m ə
සහිතවූවක්,s ʌ h i t̪ ʌ ʋ uː ʋ ʌ k
සහිතවූවා,s ʌ h i t̪ ʌ ʋ uː ʋ a
සහිතවෙයි,s ʌ h i t̪ ʌ ʋ e j i
සහිතවේ,s ʌ h i t̪ ʌ ʋ eː
සහිත–සාරසමස්තයක්,s ʌ h i t̪ ʌ – s aː r ʌ s ʌ m ʌ s t̪ ʌ j ʌ k
සහිතස්‍ය,s ʌ h i t̪ ʌ s ‍ j ə
සහිතා,s ʌ h i t̪
සහිතැයි,s ʌ h i t̪ æ j i
සහිතෞ,s ʌ h i t̪ au
සහිත්,s ʌ h i t̪
සහිත්‍ය,s ʌ h i t̪ ‍ j ə
සහිත්‍යදර්ශී,s ʌ h i t̪ ‍ j ʌ d̪ ʌ r ʃ iː
සහිත්‍යමය,s ʌ h i t̪ ‍ j ʌ m ʌ j ə
සහිත්‍යය,s ʌ h i t̪ ‍ j ʌ j ə
සහිද,s ʌ h i d̪ ə
සහිදලුණු,s ʌ h i d̪ ʌ l u ɳ u
සහිදුල්ලා,s ʌ h i d̪ u l l
සහින,s ʌ h i n̪ ə
සහිනෙන්,s ʌ h i n̪ e n̪
සහින්,s ʌ h i n̪
සහිඳ,s ʌ h i ඳ
සහිපත්,s ʌ h i p ʌ t̪
සහිබුද්දෙන්,s ʌ h i b u d̪ d̪ e n̪
සහියෙන්,s ʌ h i j e n̪
සහියෙහි,s ʌ h i j e h i
සහිරා,s ʌ h i r
සහිරාවට,s ʌ h i r aː ʋ ʌ ʈ ə
සහිරියන්ස්,s ʌ h i r i j ʌ n̪ s
සහිර්,s ʌ h i r
සහිිතවු,s ʌ h i i t̪ ʌ ʋ u
සහීඩ්,s ʌ h iː ɖ
සහීබ්,s ʌ h iː b
සහීර්,s ʌ h iː r
සහීල්,s ʌ h iː l
සහීල්ගේ,s ʌ h iː l ɡ eː
සහුකාර්,s ʌ h u k aː r
සහුවර,s ʌ h u ʋ ʌ r ə
සහෘජ්ජන,s ʌ h ʌ ෘ ʤ ʤ ʌ n̪ ə
සහෘද,s ʌ h ʌ ෘ d̪ ə
සහෘදතාව,s ʌ h ʌ ෘ d̪ ʌ t̪ aː ʋ ə
සහෘදත්වයක්,s ʌ h ʌ ෘ d̪ ʌ t̪ ʋ ʌ j ʌ k
සහෘදභාවයකින්,s ʌ h ʌ ෘ d̪ ʌ bʱ aː ʋ ʌ j ʌ k i n̪
සහෘදයකි,s ʌ h ʌ ෘ d̪ ʌ j ʌ k i
සහෘදයකු,s ʌ h ʌ ෘ d̪ ʌ j ʌ k u
සහෘදයකුගේ,s ʌ h ʌ ෘ d̪ ʌ j ʌ k u ɡ eː
සහෘදයකුගේම,s ʌ h ʌ ෘ d̪ ʌ j ʌ k u ɡ eː m ə
සහෘදයන්,s ʌ h ʌ ෘ d̪ ʌ j ʌ n̪
සහෘදයන්ගේ,s ʌ h ʌ ෘ d̪ ʌ j ʌ n̪ ɡ eː
සහෘදයන්ගේන්ය,s ʌ h ʌ ෘ d̪ ʌ j ʌ n̪ ɡ eː n̪ j ə
සහෘදයන්ට,s ʌ h ʌ ෘ d̪ ʌ j ʌ n̪ ʈ ə
සහෘදයශ්ලාඝ්‍ය,s ʌ h ʌ ෘ d̪ ʌ j ʌ ʃ l aː ɡʱ ‍ j ə
සහෘදයාගේ,s ʌ h ʌ ෘ d̪ ʌ j aː ɡ eː
සහෘදයාට,s ʌ h ʌ ෘ d̪ ʌ j aː ʈ ə
සහෘදයාටත්,s ʌ h ʌ ෘ d̪ ʌ j aː ʈ ʌ t̪
සහෘදයාණනි,s ʌ h ʌ ෘ d̪ ʌ j aː ɳ ʌ n̪ i
සහෘදයාත්,s ʌ h ʌ ෘ d̪ ʌ j aː t̪
සහෘදයාද,s ʌ h ʌ ෘ d̪ ʌ j aː d̪ ə
සහෘදයානන්ද,s ʌ h ʌ ෘ d̪ ʌ j aː n̪ ʌ n̪ d̪ ə
සහෘදයිනට,s ʌ h ʌ ෘ d̪ ʌ j i n̪ ʌ ʈ ə
සහෘදයින්,s ʌ h ʌ ෘ d̪ ʌ j i n̪
සහෘදයින්ගේ,s ʌ h ʌ ෘ d̪ ʌ j i n̪ ɡ eː
සහෘදයින්හට,s ʌ h ʌ ෘ d̪ ʌ j i n̪ h ʌ ʈ ə
සහෘදයෙකි,s ʌ h ʌ ෘ d̪ ʌ j e k i
සහෘදයෙකු,s ʌ h ʌ ෘ d̪ ʌ j e k u
සහෘදයෙකුගෙන්,s ʌ h ʌ ෘ d̪ ʌ j e k u ɡ e n̪
සහෘදයෙකුගේ,s ʌ h ʌ ෘ d̪ ʌ j e k u ɡ eː
සහෘදයෙක්,s ʌ h ʌ ෘ d̪ ʌ j e k
සහෘදයෝ,s ʌ h ʌ ෘ d̪ ʌ j oː
සහෘදශීලි,s ʌ h ʌ ෘ d̪ ʌ ʃ iː l i
සහෘද්දයන්,s ʌ h ʌ ෘ d̪ d̪ ʌ j ʌ n̪
සහෙතුක,s ʌ h e t̪ u k ə
සහෙන්,s ʌ h e n̪
සහෙල්,s ʌ h e l
සහෙිත්‍යය,s ʌ h e i t̪ ‍ j ʌ j ə
සහෙිත්‍යයෙහි,s ʌ h e i t̪ ‍ j ʌ j e h i
සහේ,s ʌ h eː
සහේට,s ʌ h eː ʈ ə
සහේතුකට,s ʌ h eː t̪ u k ʌ ʈ ə
සහේතුකතාවේ,s ʌ h eː t̪ u k ʌ t̪ aː ʋ eː
සහේතුකය,s ʌ h eː t̪ u k ʌ j ə
සහේතුකව,s ʌ h eː t̪ u k ʌ ʋ ə
සහේතුතවාද,s ʌ h eː t̪ u t̪ ʌ ʋ a d̪ ə
සහේත්,s ʌ h eː t̪
සහො,s ʌ h o
සහොදරයා,s ʌ h o d̪ ʌ r ʌ j
සහොදරයාගේ,s ʌ h o d̪ ʌ r ʌ j aː ɡ eː
සහොදරයෙක්,s ʌ h o d̪ ʌ r ʌ j e k
සහොදරයෝ,s ʌ h o d̪ ʌ r ʌ j oː
සහොදරිය,s ʌ h o d̪ ʌ r i j ə
සහොදරියන්,s ʌ h o d̪ ʌ r i j ʌ n̪
සහොයුරු,s ʌ h o j u r u
සහෝ,s ʌ h oː
සහෝදරකම,s ʌ h oː d̪ ʌ r ʌ k ʌ m ə
සහෝදරකමක්,s ʌ h oː d̪ ʌ r ʌ k ʌ m ʌ k
සහෝදරකමට,s ʌ h oː d̪ ʌ r ʌ k ʌ m ʌ ʈ ə
සහෝදරකමටද,s ʌ h oː d̪ ʌ r ʌ k ʌ m ʌ ʈ ʌ d̪ ə
සහෝදරකමටම,s ʌ h oː d̪ ʌ r ʌ k ʌ m ʌ ʈ ʌ m ə
සහෝදරකම්,s ʌ h oː d̪ ʌ r ʌ k ʌ m
සහෝදරතුමා,s ʌ h oː d̪ ʌ r ʌ t̪ u m
සහෝදරතුමාට,s ʌ h oː d̪ ʌ r ʌ t̪ u m aː ʈ ə
සහෝදරත්ව,s ʌ h oː d̪ ʌ r ʌ t̪ ʋ ə
සහෝදරත්වයක්,s ʌ h oː d̪ ʌ r ʌ t̪ ʋ ʌ j ʌ k
සහෝදරත්වයත්,s ʌ h oː d̪ ʌ r ʌ t̪ ʋ ʌ j ʌ t̪
සහෝදරත්වයනුත්,s ʌ h oː d̪ ʌ r ʌ t̪ ʋ ʌ j ʌ n̪ u t̪
සහෝදරත්වයයි,s ʌ h oː d̪ ʌ r ʌ t̪ ʋ ʌ j ʌ j i
සහෝදරත්වයෙන්,s ʌ h oː d̪ ʌ r ʌ t̪ ʋ ʌ j e n̪
සහෝදරත්වයේ,s ʌ h oː d̪ ʌ r ʌ t̪ ʋ ʌ j eː
සහෝදරය,s ʌ h oː d̪ ʌ r ʌ j ə
සහෝදරයකි,s ʌ h oː d̪ ʌ r ʌ j ʌ k i
සහෝදරයකු,s ʌ h oː d̪ ʌ r ʌ j ʌ k u
සහෝදරයකුගේ,s ʌ h oː d̪ ʌ r ʌ j ʌ k u ɡ eː
සහෝදරයකුට,s ʌ h oː d̪ ʌ r ʌ j ʌ k u ʈ ə
සහෝදරයකුටත්,s ʌ h oː d̪ ʌ r ʌ j ʌ k u ʈ ʌ t̪
සහෝදරයකුද,s ʌ h oː d̪ ʌ r ʌ j ʌ k u d̪ ə
සහෝදරයක්,s ʌ h oː d̪ ʌ r ʌ j ʌ k
සහෝදරයගෙ,s ʌ h oː d̪ ʌ r ʌ j ʌ ɡ e
සහෝදරයගෙන්,s ʌ h oː d̪ ʌ r ʌ j ʌ ɡ e n̪
සහෝදරයට,s ʌ h oː d̪ ʌ r ʌ j ʌ ʈ ə
සහෝදරයටත,s ʌ h oː d̪ ʌ r ʌ j ʌ ʈ ʌ t̪ ə
සහෝදරයටත්,s ʌ h oː d̪ ʌ r ʌ j ʌ ʈ ʌ t̪
සහෝදරයටම,s ʌ h oː d̪ ʌ r ʌ j ʌ ʈ ʌ m ə
සහෝදරයටයි,s ʌ h oː d̪ ʌ r ʌ j ʌ ʈ ʌ j i
සහෝදරයත්,s ʌ h oː d̪ ʌ r ʌ j ʌ t̪
සහෝදරයනට,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ ʌ ʈ ə
සහෝදරයනුත්,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ u t̪
සහෝදරයනෙ,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ e
සහෝදරයන්,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪
සහෝදරයන්ගෙ,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ ɡ e
සහෝදරයන්ගෙන්,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ ɡ e n̪
සහෝදරයන්ගේ,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ ɡ eː
සහෝදරයන්ට,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ ʈ ə
සහෝදරයන්ටත්,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ ʈ ʌ t̪
සහෝදරයන්ටද,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ ʈ ʌ d̪ ə
සහෝදරයන්ද,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ d̪ ə
සහෝදරයන්ය,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ j ə
සහෝදරයන්ව,s ʌ h oː d̪ ʌ r ʌ j ʌ n̪ ʋ ə
සහෝදරයම,s ʌ h oː d̪ ʌ r ʌ j ʌ m ə
සහෝදරයමයි,s ʌ h oː d̪ ʌ r ʌ j ʌ m ʌ j i
සහෝදරයයි,s ʌ h oː d̪ ʌ r ʌ j ʌ j i
සහෝදරයව,s ʌ h oː d̪ ʌ r ʌ j ʌ ʋ ə
සහෝදරයාගෙනි,s ʌ h oː d̪ ʌ r ʌ j aː ɡ e n̪ i
සහෝදරයාගෙන්,s ʌ h oː d̪ ʌ r ʌ j aː ɡ e n̪
සහෝදරයාගෙන්ම,s ʌ h oː d̪ ʌ r ʌ j aː ɡ e n̪ m ə
සහෝදරයාගේ,s ʌ h oː d̪ ʌ r ʌ j aː ɡ eː
සහෝදරයාගේද,s ʌ h oː d̪ ʌ r ʌ j aː ɡ eː d̪ ə
සහෝදරයාගේන්,s ʌ h oː d̪ ʌ r ʌ j aː ɡ eː n̪
සහෝදරයාට,s ʌ h oː d̪ ʌ r ʌ j aː ʈ ə
සහෝදරයාටත්,s ʌ h oː d̪ ʌ r ʌ j aː ʈ ʌ t̪
සහෝදරයාටද,s ʌ h oː d̪ ʌ r ʌ j aː ʈ ʌ d̪ ə
සහෝදරයාටවත්,s ʌ h oː d̪ ʌ r ʌ j aː ʈ ʌ ʋ ʌ t̪
සහෝදරයාණෝ,s ʌ h oː d̪ ʌ r ʌ j aː ɳ oː
සහෝදරයාත්,s ʌ h oː d̪ ʌ r ʌ j aː t̪
සහෝදරයාද,s ʌ h oː d̪ ʌ r ʌ j aː d̪ ə
සහෝදරයාය,s ʌ h oː d̪ ʌ r ʌ j aː j ə
සහෝදරයාව,s ʌ h oː d̪ ʌ r ʌ j aː ʋ ə
සහෝදරයිනි,s ʌ h oː d̪ ʌ r ʌ j i n̪ i
සහෝදරයිනුත්,s ʌ h oː d̪ ʌ r ʌ j i n̪ u t̪
සහෝදරයින්,s ʌ h oː d̪ ʌ r ʌ j i n̪
සහෝදරයින්ගෙන්,s ʌ h oː d̪ ʌ r ʌ j i n̪ ɡ e n̪
සහෝදරයින්ට,s ʌ h oː d̪ ʌ r ʌ j i n̪ ʈ ə
සහෝදරයින්ම,s ʌ h oː d̪ ʌ r ʌ j i n̪ m ə
සහෝදරයෙකි,s ʌ h oː d̪ ʌ r ʌ j e k i
සහෝදරයෙකු,s ʌ h oː d̪ ʌ r ʌ j e k u
සහෝදරයෙකුගේ,s ʌ h oː d̪ ʌ r ʌ j e k u ɡ eː
සහෝදරයෙකුට,s ʌ h oː d̪ ʌ r ʌ j e k u ʈ ə
සහෝදරයෙක්,s ʌ h oː d̪ ʌ r ʌ j e k
සහෝදරයෙනි,s ʌ h oː d̪ ʌ r ʌ j e n̪ i
සහෝදරයො,s ʌ h oː d̪ ʌ r ʌ j o
සහෝදරයොයි,s ʌ h oː d̪ ʌ r ʌ j o j i
සහෝදරයෝය,s ʌ h oː d̪ ʌ r ʌ j oː j ə
සහෝදරවරු,s ʌ h oː d̪ ʌ r ʌ ʋ ʌ r u
සහෝදරවරුද,s ʌ h oː d̪ ʌ r ʌ ʋ ʌ r u d̪ ə
සහෝදරවරුනි,s ʌ h oː d̪ ʌ r ʌ ʋ ʌ r u n̪ i
සහෝදරවරුන්,s ʌ h oː d̪ ʌ r ʌ ʋ ʌ r u n̪
සහෝදරවරුන්ගේ,s ʌ h oː d̪ ʌ r ʌ ʋ ʌ r u n̪ ɡ eː
සහෝදරවරුන්ට,s ʌ h oː d̪ ʌ r ʌ ʋ ʌ r u n̪ ʈ ə
සහෝදරවරුන්ය,s ʌ h oː d̪ ʌ r ʌ ʋ ʌ r u n̪ j ə
සහෝදරවරුන්ව,s ʌ h oː d̪ ʌ r ʌ ʋ ʌ r u n̪ ʋ ə
සහෝදරසහොදරිය,s ʌ h oː d̪ ʌ r ʌ s ʌ h o d̪ ʌ r i j ə
සහෝදරසහෝදරියන්,s ʌ h oː d̪ ʌ r ʌ s ʌ h oː d̪ ʌ r i j ʌ n̪
සහෝදරසහෝදරියන්ට,s ʌ h oː d̪ ʌ r ʌ s ʌ h oː d̪ ʌ r i j ʌ n̪ ʈ ə
සහෝදරා,s ʌ h oː d̪ ʌ r
සහෝදරාගේ,s ʌ h oː d̪ ʌ r aː ɡ eː
සහෝදරාට,s ʌ h oː d̪ ʌ r aː ʈ ə
සහෝදරාත්මක,s ʌ h oː d̪ ʌ r aː t̪ m ʌ k ə
සහෝදරි,s ʌ h oː d̪ ʌ r i
සහෝදරියක,s ʌ h oː d̪ ʌ r i j ʌ k ə
සහෝදරියකගේ,s ʌ h oː d̪ ʌ r i j ʌ k ʌ ɡ eː
සහෝදරියකට,s ʌ h oː d̪ ʌ r i j ʌ k ʌ ʈ ə
සහෝදරියකි,s ʌ h oː d̪ ʌ r i j ʌ k i
සහෝදරියක්,s ʌ h oː d̪ ʌ r i j ʌ k
සහෝදරියගෙ,s ʌ h oː d̪ ʌ r i j ʌ ɡ e
සහෝදරියගෙන්,s ʌ h oː d̪ ʌ r i j ʌ ɡ e n̪
සහෝදරියගෙන්ය,s ʌ h oː d̪ ʌ r i j ʌ ɡ e n̪ j ə
සහෝදරියගේ,s ʌ h oː d̪ ʌ r i j ʌ ɡ eː
සහෝදරියගේත්,s ʌ h oː d̪ ʌ r i j ʌ ɡ eː t̪
සහෝදරියට,s ʌ h oː d̪ ʌ r i j ʌ ʈ ə
සහෝදරියටත්,s ʌ h oː d̪ ʌ r i j ʌ ʈ ʌ t̪
සහෝදරියත්,s ʌ h oː d̪ ʌ r i j ʌ t̪
සහෝදරියද,s ʌ h oː d̪ ʌ r i j ʌ d̪ ə
සහෝදරියනි,s ʌ h oː d̪ ʌ r i j ʌ n̪ i
සහෝදරියනුත්,s ʌ h oː d̪ ʌ r i j ʌ n̪ u t̪
සහෝදරියන්,s ʌ h oː d̪ ʌ r i j ʌ n̪
සහෝදරියන්ගෙ,s ʌ h oː d̪ ʌ r i j ʌ n̪ ɡ e
සහෝදරියන්ගෙන්,s ʌ h oː d̪ ʌ r i j ʌ n̪ ɡ e n̪
සහෝදරියන්ගේ,s ʌ h oː d̪ ʌ r i j ʌ n̪ ɡ eː
සහෝදරියන්ගේත්,s ʌ h oː d̪ ʌ r i j ʌ n̪ ɡ eː t̪
සහෝදරියන්ට,s ʌ h oː d̪ ʌ r i j ʌ n̪ ʈ ə
සහෝදරියන්ටත්,s ʌ h oː d̪ ʌ r i j ʌ n̪ ʈ ʌ t̪
සහෝදරියන්ටද,s ʌ h oː d̪ ʌ r i j ʌ n̪ ʈ ʌ d̪ ə
